PA_ID,Level,Garden,Activity,Learning_Objective,Expected_Evidence
PA-372,JSS 1-3,Soilless Learning Garden,HYPOTHESIZE - Soilless Learning Garden,"Enable students to hypothesize a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-373,JSS 1-3,Soilless Learning Garden,TEST - Soilless Learning Garden,"Enable students to test a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-374,JSS 1-3,Soilless Learning Garden,REPLICATE - Soilless Learning Garden,"Enable students to replicate a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-375,JSS 1-3,Soilless Learning Garden,MEASURE - Soilless Learning Garden,"Enable students to measure a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-376,JSS 1-3,Soilless Learning Garden,QUANTIFY - Soilless Learning Garden,"Enable students to quantify a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-377,JSS 1-3,Soilless Learning Garden,ANALYZE - Soilless Learning Garden,"Enable students to analyze a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-378,JSS 1-3,Soilless Learning Garden,DIAGNOSE - Soilless Learning Garden,"Enable students to diagnose a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-379,JSS 1-3,Soilless Learning Garden,MANAGE - Soilless Learning Garden,"Enable students to manage a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-380,JSS 1-3,Soilless Learning Garden,RECOMMEND - Soilless Learning Garden,"Enable students to recommend a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-381,JSS 1-3,Sensor-Ready Garden,QUESTION - Sensor-Ready Garden,"Enable students to question a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-382,JSS 1-3,Sensor-Ready Garden,HYPOTHESIZE - Sensor-Ready Garden,"Enable students to hypothesize a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-383,JSS 1-3,Sensor-Ready Garden,TEST - Sensor-Ready Garden,"Enable students to test a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-384,JSS 1-3,Sensor-Ready Garden,REPLICATE - Sensor-Ready Garden,"Enable students to replicate a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-385,JSS 1-3,Sensor-Ready Garden,MEASURE - Sensor-Ready Garden,"Enable students to measure a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-386,JSS 1-3,Sensor-Ready Garden,QUANTIFY - Sensor-Ready Garden,"Enable students to quantify a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-387,JSS 1-3,Sensor-Ready Garden,ANALYZE - Sensor-Ready Garden,"Enable students to analyze a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-388,JSS 1-3,Sensor-Ready Garden,DIAGNOSE - Sensor-Ready Garden,"Enable students to diagnose a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-389,JSS 1-3,Sensor-Ready Garden,MANAGE - Sensor-Ready Garden,"Enable students to manage a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-390,JSS 1-3,Sensor-Ready Garden,RECOMMEND - Sensor-Ready Garden,"Enable students to recommend a scientific investigation of repeatability, reference checks, placement and drift, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-391,JSS 1-3,Applied Systems Garden,QUESTION - Applied Systems Garden,"Enable students to question a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-392,JSS 1-3,Applied Systems Garden,HYPOTHESIZE - Applied Systems Garden,"Enable students to hypothesize a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-393,JSS 1-3,Applied Systems Garden,TEST - Applied Systems Garden,"Enable students to test a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-394,JSS 1-3,Applied Systems Garden,REPLICATE - Applied Systems Garden,"Enable students to replicate a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-395,JSS 1-3,Applied Systems Garden,MEASURE - Applied Systems Garden,"Enable students to measure a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-396,JSS 1-3,Applied Systems Garden,QUANTIFY - Applied Systems Garden,"Enable students to quantify a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-397,JSS 1-3,Applied Systems Garden,ANALYZE - Applied Systems Garden,"Enable students to analyze a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-398,JSS 1-3,Applied Systems Garden,DIAGNOSE - Applied Systems Garden,"Enable students to diagnose a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-399,JSS 1-3,Applied Systems Garden,MANAGE - Applied Systems Garden,"Enable students to manage a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-400,JSS 1-3,Applied Systems Garden,RECOMMEND - Applied Systems Garden,"Enable students to recommend a scientific investigation of boundaries, stocks, flows, feedbacks and trade-offs, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-401,SSS 1-3,Advanced Production Garden,FRAME - Advanced Production Garden,"Guide students to frame a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-402,SSS 1-3,Advanced Production Garden,DESIGN - Advanced Production Garden,"Guide students to design a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-403,SSS 1-3,Advanced Production Garden,INSTRUMENT - Advanced Production Garden,"Guide students to instrument a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-404,SSS 1-3,Advanced Production Garden,CALIBRATE - Advanced Production Garden,"Guide students to calibrate a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-405,SSS 1-3,Advanced Production Garden,MODEL - Advanced Production Garden,"Guide students to model a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-406,SSS 1-3,Advanced Production Garden,VALIDATE - Advanced Production Garden,"Guide students to validate a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-407,SSS 1-3,Advanced Production Garden,EVALUATE - Advanced Production Garden,"Guide students to evaluate a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-408,SSS 1-3,Advanced Production Garden,OPTIMIZE - Advanced Production Garden,"Guide students to optimize a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-409,SSS 1-3,Advanced Production Garden,STRESS-TEST - Advanced Production Garden,"Guide students to stress-test a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-410,SSS 1-3,Advanced Production Garden,RECOMMEND - Advanced Production Garden,"Guide students to recommend a research or engineering investigation of yield components, harvest index and resource-use efficiency and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-411,SSS 1-3,Crop Trial Garden,FRAME - Crop Trial Garden,"Guide students to frame a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-412,SSS 1-3,Crop Trial Garden,DESIGN - Crop Trial Garden,"Guide students to design a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-413,SSS 1-3,Crop Trial Garden,INSTRUMENT - Crop Trial Garden,"Guide students to instrument a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-414,SSS 1-3,Crop Trial Garden,CALIBRATE - Crop Trial Garden,"Guide students to calibrate a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-415,SSS 1-3,Crop Trial Garden,MODEL - Crop Trial Garden,"Guide students to model a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-416,SSS 1-3,Crop Trial Garden,VALIDATE - Crop Trial Garden,"Guide students to validate a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-417,SSS 1-3,Crop Trial Garden,EVALUATE - Crop Trial Garden,"Guide students to evaluate a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-418,SSS 1-3,Crop Trial Garden,OPTIMIZE - Crop Trial Garden,"Guide students to optimize a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-419,SSS 1-3,Crop Trial Garden,STRESS-TEST - Crop Trial Garden,"Guide students to stress-test a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-420,SSS 1-3,Crop Trial Garden,RECOMMEND - Crop Trial Garden,"Guide students to recommend a research or engineering investigation of replicated trials, blocks, variability and treatment effects and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-421,SSS 1-3,Controlled Experiment Garden,FRAME - Controlled Experiment Garden,"Guide students to frame a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-422,SSS 1-3,Controlled Experiment Garden,DESIGN - Controlled Experiment Garden,"Guide students to design a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-423,SSS 1-3,Controlled Experiment Garden,INSTRUMENT - Controlled Experiment Garden,"Guide students to instrument a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-424,SSS 1-3,Controlled Experiment Garden,CALIBRATE - Controlled Experiment Garden,"Guide students to calibrate a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-425,SSS 1-3,Controlled Experiment Garden,MODEL - Controlled Experiment Garden,"Guide students to model a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-426,SSS 1-3,Controlled Experiment Garden,VALIDATE - Controlled Experiment Garden,"Guide students to validate a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-427,SSS 1-3,Controlled Experiment Garden,EVALUATE - Controlled Experiment Garden,"Guide students to evaluate a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-428,SSS 1-3,Controlled Experiment Garden,OPTIMIZE - Controlled Experiment Garden,"Guide students to optimize a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-429,SSS 1-3,Controlled Experiment Garden,STRESS-TEST - Controlled Experiment Garden,"Guide students to stress-test a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-430,SSS 1-3,Controlled Experiment Garden,RECOMMEND - Controlled Experiment Garden,"Guide students to recommend a research or engineering investigation of causal design, factorial effects, confounding and sensitivity and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-431,SSS 1-3,Irrigation Engineering Garden,FRAME - Irrigation Engineering Garden,"Guide students to frame a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-432,SSS 1-3,Irrigation Engineering Garden,DESIGN - Irrigation Engineering Garden,"Guide students to design a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-433,SSS 1-3,Irrigation Engineering Garden,INSTRUMENT - Irrigation Engineering Garden,"Guide students to instrument a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-434,SSS 1-3,Irrigation Engineering Garden,CALIBRATE - Irrigation Engineering Garden,"Guide students to calibrate a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-435,SSS 1-3,Irrigation Engineering Garden,MODEL - Irrigation Engineering Garden,"Guide students to model a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-436,SSS 1-3,Irrigation Engineering Garden,VALIDATE - Irrigation Engineering Garden,"Guide students to validate a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-437,SSS 1-3,Irrigation Engineering Garden,EVALUATE - Irrigation Engineering Garden,"Guide students to evaluate a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-438,SSS 1-3,Irrigation Engineering Garden,OPTIMIZE - Irrigation Engineering Garden,"Guide students to optimize a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-439,SSS 1-3,Irrigation Engineering Garden,STRESS-TEST - Irrigation Engineering Garden,"Guide students to stress-test a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-440,SSS 1-3,Irrigation Engineering Garden,RECOMMEND - Irrigation Engineering Garden,"Guide students to recommend a research or engineering investigation of flow, head, pipe loss, uniformity and pump performance and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-441,SSS 1-3,Water Productivity Garden,FRAME - Water Productivity Garden,"Guide students to frame a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-442,SSS 1-3,Water Productivity Garden,DESIGN - Water Productivity Garden,"Guide students to design a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-443,SSS 1-3,Water Productivity Garden,INSTRUMENT - Water Productivity Garden,"Guide students to instrument a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-444,SSS 1-3,Water Productivity Garden,CALIBRATE - Water Productivity Garden,"Guide students to calibrate a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-445,SSS 1-3,Water Productivity Garden,MODEL - Water Productivity Garden,"Guide students to model a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-446,SSS 1-3,Water Productivity Garden,VALIDATE - Water Productivity Garden,"Guide students to validate a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-447,SSS 1-3,Water Productivity Garden,EVALUATE - Water Productivity Garden,"Guide students to evaluate a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-448,SSS 1-3,Water Productivity Garden,OPTIMIZE - Water Productivity Garden,"Guide students to optimize a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-449,SSS 1-3,Water Productivity Garden,STRESS-TEST - Water Productivity Garden,"Guide students to stress-test a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-450,SSS 1-3,Water Productivity Garden,RECOMMEND - Water Productivity Garden,"Guide students to recommend a research or engineering investigation of water balance, ET and water-productivity indicators and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-451,SSS 1-3,Advanced Soilless Garden,FRAME - Advanced Soilless Garden,"Guide students to frame a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-452,SSS 1-3,Advanced Soilless Garden,DESIGN - Advanced Soilless Garden,"Guide students to design a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-453,SSS 1-3,Advanced Soilless Garden,INSTRUMENT - Advanced Soilless Garden,"Guide students to instrument a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-454,SSS 1-3,Advanced Soilless Garden,CALIBRATE - Advanced Soilless Garden,"Guide students to calibrate a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-455,SSS 1-3,Advanced Soilless Garden,MODEL - Advanced Soilless Garden,"Guide students to model a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-456,SSS 1-3,Advanced Soilless Garden,VALIDATE - Advanced Soilless Garden,"Guide students to validate a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-457,SSS 1-3,Advanced Soilless Garden,EVALUATE - Advanced Soilless Garden,"Guide students to evaluate a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-458,SSS 1-3,Advanced Soilless Garden,OPTIMIZE - Advanced Soilless Garden,"Guide students to optimize a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-459,SSS 1-3,Advanced Soilless Garden,STRESS-TEST - Advanced Soilless Garden,"Guide students to stress-test a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-460,SSS 1-3,Advanced Soilless Garden,RECOMMEND - Advanced Soilless Garden,"Guide students to recommend a research or engineering investigation of recirculating flow, pH/EC dynamics and residence time and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-461,SSS 1-3,Sensor & Monitoring Garden,FRAME - Sensor & Monitoring Garden,"Guide students to frame a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-462,SSS 1-3,Sensor & Monitoring Garden,DESIGN - Sensor & Monitoring Garden,"Guide students to design a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-463,SSS 1-3,Sensor & Monitoring Garden,INSTRUMENT - Sensor & Monitoring Garden,"Guide students to instrument a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-464,SSS 1-3,Sensor & Monitoring Garden,CALIBRATE - Sensor & Monitoring Garden,"Guide students to calibrate a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
