ID,Level,Ingredient,Plant_Part,Theme,Objective,Materials,DIY,Method,Evidence,Questions,Safety
IL-401,SSS 1-3,Hibiscus,Calyx,Identity & Plant Part,"Design a research or product-development investigation of identity & plant part in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-402,SSS 1-3,Hibiscus,Calyx,External Structure,"Design a research or product-development investigation of external structure in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-403,SSS 1-3,Hibiscus,Calyx,Internal Structure,"Design a research or product-development investigation of internal structure in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-404,SSS 1-3,Hibiscus,Calyx,Colour & Texture,"Design a research or product-development investigation of colour & texture in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-405,SSS 1-3,Hibiscus,Calyx,Mass & Size,"Design a research or product-development investigation of mass & size in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-406,SSS 1-3,Hibiscus,Calyx,Water/Change Observation,"Design a research or product-development investigation of water/change observation in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-407,SSS 1-3,Hibiscus,Calyx,Sorting & Quality,"Design a research or product-development investigation of sorting & quality in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-408,SSS 1-3,Hibiscus,Calyx,Post-Harvest Change,"Design a research or product-development investigation of post-harvest change in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-409,SSS 1-3,Hibiscus,Calyx,Ingredient-to-Food Pathway,"Design a research or product-development investigation of ingredient-to-food pathway in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-410,SSS 1-3,Hibiscus,Calyx,Investigation Challenge,"Design a research or product-development investigation of investigation challenge in hibiscus, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-411,SSS 1-3,Ginger,Rhizome,Identity & Plant Part,"Design a research or product-development investigation of identity & plant part in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-412,SSS 1-3,Ginger,Rhizome,External Structure,"Design a research or product-development investigation of external structure in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-413,SSS 1-3,Ginger,Rhizome,Internal Structure,"Design a research or product-development investigation of internal structure in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-414,SSS 1-3,Ginger,Rhizome,Colour & Texture,"Design a research or product-development investigation of colour & texture in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-415,SSS 1-3,Ginger,Rhizome,Mass & Size,"Design a research or product-development investigation of mass & size in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-416,SSS 1-3,Ginger,Rhizome,Water/Change Observation,"Design a research or product-development investigation of water/change observation in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-417,SSS 1-3,Ginger,Rhizome,Sorting & Quality,"Design a research or product-development investigation of sorting & quality in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-418,SSS 1-3,Ginger,Rhizome,Post-Harvest Change,"Design a research or product-development investigation of post-harvest change in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-419,SSS 1-3,Ginger,Rhizome,Ingredient-to-Food Pathway,"Design a research or product-development investigation of ingredient-to-food pathway in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-420,SSS 1-3,Ginger,Rhizome,Investigation Challenge,"Design a research or product-development investigation of investigation challenge in ginger, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-421,SSS 1-3,Turmeric,Rhizome,Identity & Plant Part,"Design a research or product-development investigation of identity & plant part in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-422,SSS 1-3,Turmeric,Rhizome,External Structure,"Design a research or product-development investigation of external structure in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-423,SSS 1-3,Turmeric,Rhizome,Internal Structure,"Design a research or product-development investigation of internal structure in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-424,SSS 1-3,Turmeric,Rhizome,Colour & Texture,"Design a research or product-development investigation of colour & texture in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-425,SSS 1-3,Turmeric,Rhizome,Mass & Size,"Design a research or product-development investigation of mass & size in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-426,SSS 1-3,Turmeric,Rhizome,Water/Change Observation,"Design a research or product-development investigation of water/change observation in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-427,SSS 1-3,Turmeric,Rhizome,Sorting & Quality,"Design a research or product-development investigation of sorting & quality in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-428,SSS 1-3,Turmeric,Rhizome,Post-Harvest Change,"Design a research or product-development investigation of post-harvest change in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-429,SSS 1-3,Turmeric,Rhizome,Ingredient-to-Food Pathway,"Design a research or product-development investigation of ingredient-to-food pathway in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-430,SSS 1-3,Turmeric,Rhizome,Investigation Challenge,"Design a research or product-development investigation of investigation challenge in turmeric, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-431,SSS 1-3,Pineapple,Fruit,Identity & Plant Part,"Design a research or product-development investigation of identity & plant part in pineapple, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-432,SSS 1-3,Pineapple,Fruit,External Structure,"Design a research or product-development investigation of external structure in pineapple, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-433,SSS 1-3,Pineapple,Fruit,Internal Structure,"Design a research or product-development investigation of internal structure in pineapple, integrating measurement quality, process flow, validation and optimization.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define performance objective and acceptance criteria; specify sample/process boundary; establish measurement/QC protocol; collect and model data; validate against reference evidence; compare scenarios; recommend optimization.,"Protocol, traceable dataset, QC/validation record, model or quantitative comparison, uncertainty and optimization recommendation.",Which decision must the evidence support? How is measurement quality verified? What trade-off constrains the preferred process or specification?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
