id,level,garden,mission_no,title,mission,materials,evidence,success,safety,agrishine
GM-425,SSS 1-3,Controlled Experiment Garden,5,CONTROLLED RESEARCH MISSION,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-426,SSS 1-3,Controlled Experiment Garden,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-427,SSS 1-3,Controlled Experiment Garden,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-428,SSS 1-3,Controlled Experiment Garden,8,CONTROLLED RESEARCH MISSION,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-429,SSS 1-3,Controlled Experiment Garden,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-430,SSS 1-3,Controlled Experiment Garden,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on causal experimental design. Produce quantitative evidence that can support a design or management decision.,"experimental layout, instruments","factor effect, interaction, confounding or sensitivity evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Follow protocol exactly. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Controlled Experiment Garden, including a measurable acceptance criterion."
GM-431,SSS 1-3,Irrigation Engineering Garden,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-432,SSS 1-3,Irrigation Engineering Garden,2,IRRIGATION RESEARCH MISSION,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-433,SSS 1-3,Irrigation Engineering Garden,3,INSTRUMENT THE DESIGN,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-434,SSS 1-3,Irrigation Engineering Garden,4,CALIBRATE FOR PERFORMANCE,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-435,SSS 1-3,Irrigation Engineering Garden,5,IRRIGATION RESEARCH MISSION,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-436,SSS 1-3,Irrigation Engineering Garden,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-437,SSS 1-3,Irrigation Engineering Garden,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-438,SSS 1-3,Irrigation Engineering Garden,8,IRRIGATION RESEARCH MISSION,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-439,SSS 1-3,Irrigation Engineering Garden,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-440,SSS 1-3,Irrigation Engineering Garden,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on hydraulic design and performance. Produce quantitative evidence that can support a design or management decision.,"flow tools, elevation/pipe data, calculator","flow, head, loss, uniformity or efficiency evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",No electrical or pressurized work without supervision. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Irrigation Engineering Garden, including a measurable acceptance criterion."
GM-441,SSS 1-3,Water Productivity Garden,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-442,SSS 1-3,Water Productivity Garden,2,WATER RESEARCH MISSION,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-443,SSS 1-3,Water Productivity Garden,3,INSTRUMENT THE DESIGN,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-444,SSS 1-3,Water Productivity Garden,4,CALIBRATE FOR PERFORMANCE,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-445,SSS 1-3,Water Productivity Garden,5,WATER RESEARCH MISSION,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-446,SSS 1-3,Water Productivity Garden,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-447,SSS 1-3,Water Productivity Garden,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-448,SSS 1-3,Water Productivity Garden,8,WATER RESEARCH MISSION,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-449,SSS 1-3,Water Productivity Garden,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-450,SSS 1-3,Water Productivity Garden,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on water-balance and productivity analysis. Produce quantitative evidence that can support a design or management decision.,"water records, yield data, calculator","water balance, ET, IWP or ETWP evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",State data sources and assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Water Productivity Garden, including a measurable acceptance criterion."
GM-451,SSS 1-3,Advanced Soilless Garden,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-452,SSS 1-3,Advanced Soilless Garden,2,ADVANCED RESEARCH MISSION,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-453,SSS 1-3,Advanced Soilless Garden,3,INSTRUMENT THE DESIGN,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-454,SSS 1-3,Advanced Soilless Garden,4,CALIBRATE FOR PERFORMANCE,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-455,SSS 1-3,Advanced Soilless Garden,5,ADVANCED RESEARCH MISSION,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-456,SSS 1-3,Advanced Soilless Garden,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-457,SSS 1-3,Advanced Soilless Garden,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-458,SSS 1-3,Advanced Soilless Garden,8,ADVANCED RESEARCH MISSION,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-459,SSS 1-3,Advanced Soilless Garden,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-460,SSS 1-3,Advanced Soilless Garden,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on recirculating soilless control. Produce quantitative evidence that can support a design or management decision.,"pH/EC meters, flow data, system map","pH/EC dynamics, residence time or diagnostic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Teacher supervises nutrient-solution work. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Advanced Soilless Garden, including a measurable acceptance criterion."
GM-461,SSS 1-3,Sensor & Monitoring Garden,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-462,SSS 1-3,Sensor & Monitoring Garden,2,SENSOR RESEARCH MISSION,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-463,SSS 1-3,Sensor & Monitoring Garden,3,INSTRUMENT THE DESIGN,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-464,SSS 1-3,Sensor & Monitoring Garden,4,CALIBRATE FOR PERFORMANCE,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-465,SSS 1-3,Sensor & Monitoring Garden,5,SENSOR RESEARCH MISSION,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-466,SSS 1-3,Sensor & Monitoring Garden,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-467,SSS 1-3,Sensor & Monitoring Garden,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-468,SSS 1-3,Sensor & Monitoring Garden,8,SENSOR RESEARCH MISSION,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-469,SSS 1-3,Sensor & Monitoring Garden,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-470,SSS 1-3,Sensor & Monitoring Garden,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on instrumentation and monitoring quality. Produce quantitative evidence that can support a design or management decision.,"sensor, reference, calibration data","bias, precision, calibration, MAE/RMSE or placement evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Protect instruments. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Sensor & Monitoring Garden, including a measurable acceptance criterion."
GM-471,SSS 1-3,Smart Irrigation Demonstrator,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-472,SSS 1-3,Smart Irrigation Demonstrator,2,SMART RESEARCH MISSION,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-473,SSS 1-3,Smart Irrigation Demonstrator,3,INSTRUMENT THE DESIGN,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-474,SSS 1-3,Smart Irrigation Demonstrator,4,CALIBRATE FOR PERFORMANCE,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-475,SSS 1-3,Smart Irrigation Demonstrator,5,SMART RESEARCH MISSION,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-476,SSS 1-3,Smart Irrigation Demonstrator,6,VALIDATE THE DESIGN,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-477,SSS 1-3,Smart Irrigation Demonstrator,7,EVALUATE FOR PERFORMANCE,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-478,SSS 1-3,Smart Irrigation Demonstrator,8,SMART RESEARCH MISSION,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-479,SSS 1-3,Smart Irrigation Demonstrator,9,STRESS-TEST THE DESIGN,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-480,SSS 1-3,Smart Irrigation Demonstrator,10,RECOMMEND FOR PERFORMANCE,Frame and execute a research or engineering mission on feedback irrigation control. Produce quantitative evidence that can support a design or management decision.,"controller logs, sensors, calculator","threshold, hysteresis, response or performance evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Do not bypass safety controls. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Smart Irrigation Demonstrator, including a measurable acceptance criterion."
GM-481,SSS 1-3,Research & Design Garden,1,FRAME FOR PERFORMANCE,Frame and execute a research or engineering mission on engineering design decisions. Produce quantitative evidence that can support a design or management decision.,"requirements sheet, decision matrix","requirement, score, test or techno-economic evidence","The method is reproducible, assumptions are explicit, uncertainty is addressed, and the recommendation is technically defensible.",Document assumptions. Follow teacher instructions and school garden safety rules.,"Propose one optimization or next-stage prototype/test for the Research & Design Garden, including a measurable acceptance criterion."
