id,level,garden,verb,setup,demo,ask,observe,check,close
TD-380,JSS 1-3,Soilless Learning Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for solution and root-zone dynamics. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-381,JSS 1-3,Sensor-Ready Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-382,JSS 1-3,Sensor-Ready Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-383,JSS 1-3,Sensor-Ready Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-384,JSS 1-3,Sensor-Ready Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-385,JSS 1-3,Sensor-Ready Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-386,JSS 1-3,Sensor-Ready Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-387,JSS 1-3,Sensor-Ready Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-388,JSS 1-3,Sensor-Ready Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-389,JSS 1-3,Sensor-Ready Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-390,JSS 1-3,Sensor-Ready Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for sensor quality and placement. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-391,JSS 1-3,Applied Systems Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-392,JSS 1-3,Applied Systems Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-393,JSS 1-3,Applied Systems Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-394,JSS 1-3,Applied Systems Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-395,JSS 1-3,Applied Systems Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-396,JSS 1-3,Applied Systems Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-397,JSS 1-3,Applied Systems Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-398,JSS 1-3,Applied Systems Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-399,JSS 1-3,Applied Systems Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-400,JSS 1-3,Applied Systems Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for stocks, flows, feedbacks and trade-offs. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-401,SSS 1-3,Advanced Production Garden,Frame,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to frame using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-402,SSS 1-3,Advanced Production Garden,Design,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to design using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-403,SSS 1-3,Advanced Production Garden,Instrument,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to instrument using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-404,SSS 1-3,Advanced Production Garden,Calibrate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to calibrate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-405,SSS 1-3,Advanced Production Garden,Model,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to model using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-406,SSS 1-3,Advanced Production Garden,Validate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to validate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-407,SSS 1-3,Advanced Production Garden,Evaluate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to evaluate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-408,SSS 1-3,Advanced Production Garden,Optimize,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to optimize using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-409,SSS 1-3,Advanced Production Garden,Stress-test,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to stress-test using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-410,SSS 1-3,Advanced Production Garden,Recommend,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for production and resource-use efficiency.","Demonstrate how to recommend using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-411,SSS 1-3,Crop Trial Garden,Frame,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to frame using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-412,SSS 1-3,Crop Trial Garden,Design,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to design using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-413,SSS 1-3,Crop Trial Garden,Instrument,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to instrument using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-414,SSS 1-3,Crop Trial Garden,Calibrate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to calibrate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-415,SSS 1-3,Crop Trial Garden,Model,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to model using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-416,SSS 1-3,Crop Trial Garden,Validate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to validate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-417,SSS 1-3,Crop Trial Garden,Evaluate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to evaluate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-418,SSS 1-3,Crop Trial Garden,Optimize,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to optimize using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-419,SSS 1-3,Crop Trial Garden,Stress-test,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to stress-test using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-420,SSS 1-3,Crop Trial Garden,Recommend,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for replicated treatment trials.","Demonstrate how to recommend using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-421,SSS 1-3,Controlled Experiment Garden,Frame,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to frame using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-422,SSS 1-3,Controlled Experiment Garden,Design,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to design using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-423,SSS 1-3,Controlled Experiment Garden,Instrument,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to instrument using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-424,SSS 1-3,Controlled Experiment Garden,Calibrate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to calibrate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-425,SSS 1-3,Controlled Experiment Garden,Model,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to model using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-426,SSS 1-3,Controlled Experiment Garden,Validate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to validate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-427,SSS 1-3,Controlled Experiment Garden,Evaluate,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to evaluate using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-428,SSS 1-3,Controlled Experiment Garden,Optimize,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to optimize using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-429,SSS 1-3,Controlled Experiment Garden,Stress-test,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to stress-test using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-430,SSS 1-3,Controlled Experiment Garden,Recommend,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for causal experimental design.","Demonstrate how to recommend using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
TD-431,SSS 1-3,Irrigation Engineering Garden,Frame,"Specify objective, system boundary, performance metric, assumptions, constraints, acceptance criteria and QC for hydraulic performance.","Demonstrate how to frame using the protocol, instrument/reference IDs, traceable data and validation/QC requirements.",What decision must this evidence support? Which assumption matters? How is quality checked? What trade-off limits optimization?,"Check reproducibility, calibration/reference evidence, calculations/models, uncertainty, validation and technical reasoning.","Student produces technically defensible evidence that supports a design, operational or optimization decision.","Document limitations and corrective actions, secure systems, and define the next validation, sensitivity or prototype test."
