ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
SV-0958,SSS 1-3,garden foundations concept 127,Garden Foundations,A planned growing or learning space associated with garden foundations concept 127.,"Use 'garden foundations concept 127' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-0959,SSS 1-3,water & irrigation concept 128,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 128.","Use 'water & irrigation concept 128' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-0960,SSS 1-3,garden foundations concept 129,Garden Foundations,A planned growing or learning space associated with garden foundations concept 129.,"Use 'garden foundations concept 129' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-0961,SSS 1-3,water & irrigation concept 130,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 130.","Use 'water & irrigation concept 130' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-0962,SSS 1-3,plant & production concept 131,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 131 at the SSS 1-3 level.","Use 'plant & production concept 131' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-0963,SSS 1-3,soil / growing medium concept 132,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 132.","Use 'soil / growing medium concept 132' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-0964,SSS 1-3,soil / growing medium concept 133,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 133.","Use 'soil / growing medium concept 133' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-0965,SSS 1-3,soil / growing medium concept 134,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 134.","Use 'soil / growing medium concept 134' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-0966,SSS 1-3,garden foundations concept 135,Garden Foundations,A planned growing or learning space associated with garden foundations concept 135.,"Use 'garden foundations concept 135' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-0967,SSS 1-3,garden foundations concept 136,Garden Foundations,A planned growing or learning space associated with garden foundations concept 136.,"Use 'garden foundations concept 136' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-0968,SSS 1-3,garden foundations concept 137,Garden Foundations,A planned growing or learning space associated with garden foundations concept 137.,"Use 'garden foundations concept 137' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-0969,SSS 1-3,garden foundations concept 138,Garden Foundations,A planned growing or learning space associated with garden foundations concept 138.,"Use 'garden foundations concept 138' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-0970,SSS 1-3,garden foundations concept 139,Garden Foundations,A planned growing or learning space associated with garden foundations concept 139.,"Use 'garden foundations concept 139' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-0971,SSS 1-3,soil / growing medium concept 140,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 140.","Use 'soil / growing medium concept 140' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-0972,SSS 1-3,soil / growing medium concept 141,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 141.","Use 'soil / growing medium concept 141' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-0973,SSS 1-3,garden foundations concept 142,Garden Foundations,A planned growing or learning space associated with garden foundations concept 142.,"Use 'garden foundations concept 142' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-0974,SSS 1-3,garden foundations concept 143,Garden Foundations,A planned growing or learning space associated with garden foundations concept 143.,"Use 'garden foundations concept 143' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-0975,SSS 1-3,garden foundations concept 144,Garden Foundations,A planned growing or learning space associated with garden foundations concept 144.,"Use 'garden foundations concept 144' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-0976,SSS 1-3,water & irrigation concept 145,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 145.","Use 'water & irrigation concept 145' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-0977,SSS 1-3,garden foundations concept 146,Garden Foundations,A planned growing or learning space associated with garden foundations concept 146.,"Use 'garden foundations concept 146' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-0978,SSS 1-3,garden foundations concept 147,Garden Foundations,A planned growing or learning space associated with garden foundations concept 147.,"Use 'garden foundations concept 147' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-0979,SSS 1-3,garden foundations concept 148,Garden Foundations,A planned growing or learning space associated with garden foundations concept 148.,"Use 'garden foundations concept 148' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-0980,SSS 1-3,garden foundations concept 149,Garden Foundations,A planned growing or learning space associated with garden foundations concept 149.,"Use 'garden foundations concept 149' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-0981,SSS 1-3,plant & production concept 150,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 150 at the SSS 1-3 level.","Use 'plant & production concept 150' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-0982,SSS 1-3,plant & production concept 151,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 151 at the SSS 1-3 level.","Use 'plant & production concept 151' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-0983,SSS 1-3,garden foundations concept 152,Garden Foundations,A planned growing or learning space associated with garden foundations concept 152.,"Use 'garden foundations concept 152' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-0984,SSS 1-3,plant & production concept 153,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 153 at the SSS 1-3 level.","Use 'plant & production concept 153' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-0985,SSS 1-3,garden foundations concept 154,Garden Foundations,A planned growing or learning space associated with garden foundations concept 154.,"Use 'garden foundations concept 154' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-0986,SSS 1-3,garden foundations concept 155,Garden Foundations,A planned growing or learning space associated with garden foundations concept 155.,"Use 'garden foundations concept 155' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-0987,SSS 1-3,garden foundations concept 156,Garden Foundations,A planned growing or learning space associated with garden foundations concept 156.,"Use 'garden foundations concept 156' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-0988,SSS 1-3,garden foundations concept 157,Garden Foundations,A planned growing or learning space associated with garden foundations concept 157.,"Use 'garden foundations concept 157' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-0989,SSS 1-3,soil / growing medium concept 158,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 158.","Use 'soil / growing medium concept 158' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-0990,SSS 1-3,garden foundations concept 159,Garden Foundations,A planned growing or learning space associated with garden foundations concept 159.,"Use 'garden foundations concept 159' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-0991,SSS 1-3,garden foundations concept 160,Garden Foundations,A planned growing or learning space associated with garden foundations concept 160.,"Use 'garden foundations concept 160' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-0992,SSS 1-3,garden foundations concept 161,Garden Foundations,A planned growing or learning space associated with garden foundations concept 161.,"Use 'garden foundations concept 161' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-0993,SSS 1-3,garden foundations concept 162,Garden Foundations,A planned growing or learning space associated with garden foundations concept 162.,"Use 'garden foundations concept 162' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-0994,SSS 1-3,garden foundations concept 163,Garden Foundations,A planned growing or learning space associated with garden foundations concept 163.,"Use 'garden foundations concept 163' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-0995,SSS 1-3,measurement & data concept 164,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 164 at the SSS 1-3 level.","Use 'measurement & data concept 164' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-0996,SSS 1-3,measurement & data concept 165,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 165 at the SSS 1-3 level.","Use 'measurement & data concept 165' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-0997,SSS 1-3,garden foundations concept 166,Garden Foundations,A planned growing or learning space associated with garden foundations concept 166.,"Use 'garden foundations concept 166' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-0998,SSS 1-3,garden foundations concept 167,Garden Foundations,A planned growing or learning space associated with garden foundations concept 167.,"Use 'garden foundations concept 167' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-0999,SSS 1-3,garden foundations concept 168,Garden Foundations,A planned growing or learning space associated with garden foundations concept 168.,"Use 'garden foundations concept 168' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1000,SSS 1-3,garden foundations concept 169,Garden Foundations,A planned growing or learning space associated with garden foundations concept 169.,"Use 'garden foundations concept 169' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1001,SSS 1-3,investigation & research concept 170,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 170 at the SSS 1-3 level.","Use 'investigation & research concept 170' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1002,SSS 1-3,investigation & research concept 171,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 171 at the SSS 1-3 level.","Use 'investigation & research concept 171' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1003,SSS 1-3,garden foundations concept 172,Garden Foundations,A planned growing or learning space associated with garden foundations concept 172.,"Use 'garden foundations concept 172' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1004,SSS 1-3,investigation & research concept 173,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 173 at the SSS 1-3 level.","Use 'investigation & research concept 173' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1005,SSS 1-3,investigation & research concept 174,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 174 at the SSS 1-3 level.","Use 'investigation & research concept 174' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1006,SSS 1-3,garden foundations concept 175,Garden Foundations,A planned growing or learning space associated with garden foundations concept 175.,"Use 'garden foundations concept 175' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1007,SSS 1-3,garden foundations concept 176,Garden Foundations,A planned growing or learning space associated with garden foundations concept 176.,"Use 'garden foundations concept 176' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1008,SSS 1-3,investigation & research concept 177,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 177 at the SSS 1-3 level.","Use 'investigation & research concept 177' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1009,SSS 1-3,investigation & research concept 178,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 178 at the SSS 1-3 level.","Use 'investigation & research concept 178' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1010,SSS 1-3,investigation & research concept 179,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 179 at the SSS 1-3 level.","Use 'investigation & research concept 179' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1011,SSS 1-3,garden foundations concept 180,Garden Foundations,A planned growing or learning space associated with garden foundations concept 180.,"Use 'garden foundations concept 180' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1012,SSS 1-3,garden foundations concept 181,Garden Foundations,A planned growing or learning space associated with garden foundations concept 181.,"Use 'garden foundations concept 181' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1013,SSS 1-3,garden foundations concept 182,Garden Foundations,A planned growing or learning space associated with garden foundations concept 182.,"Use 'garden foundations concept 182' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1014,SSS 1-3,investigation & research concept 183,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage investigation & research concept 183 at the SSS 1-3 level.","Use 'investigation & research concept 183' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1015,SSS 1-3,measurement & data concept 184,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 184 at the SSS 1-3 level.","Use 'measurement & data concept 184' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1016,SSS 1-3,measurement & data concept 185,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 185 at the SSS 1-3 level.","Use 'measurement & data concept 185' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1017,SSS 1-3,measurement & data concept 186,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 186 at the SSS 1-3 level.","Use 'measurement & data concept 186' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1018,SSS 1-3,measurement & data concept 187,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 187 at the SSS 1-3 level.","Use 'measurement & data concept 187' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1019,SSS 1-3,garden foundations concept 188,Garden Foundations,A planned growing or learning space associated with garden foundations concept 188.,"Use 'garden foundations concept 188' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1020,SSS 1-3,garden foundations concept 189,Garden Foundations,A planned growing or learning space associated with garden foundations concept 189.,"Use 'garden foundations concept 189' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1021,SSS 1-3,garden foundations concept 190,Garden Foundations,A planned growing or learning space associated with garden foundations concept 190.,"Use 'garden foundations concept 190' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1022,SSS 1-3,garden foundations concept 191,Garden Foundations,A planned growing or learning space associated with garden foundations concept 191.,"Use 'garden foundations concept 191' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1023,SSS 1-3,garden foundations concept 192,Garden Foundations,A planned growing or learning space associated with garden foundations concept 192.,"Use 'garden foundations concept 192' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1024,SSS 1-3,garden foundations concept 193,Garden Foundations,A planned growing or learning space associated with garden foundations concept 193.,"Use 'garden foundations concept 193' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1025,SSS 1-3,garden foundations concept 194,Garden Foundations,A planned growing or learning space associated with garden foundations concept 194.,"Use 'garden foundations concept 194' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1026,SSS 1-3,garden foundations concept 195,Garden Foundations,A planned growing or learning space associated with garden foundations concept 195.,"Use 'garden foundations concept 195' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1027,SSS 1-3,garden foundations concept 196,Garden Foundations,A planned growing or learning space associated with garden foundations concept 196.,"Use 'garden foundations concept 196' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1028,SSS 1-3,garden foundations concept 197,Garden Foundations,A planned growing or learning space associated with garden foundations concept 197.,"Use 'garden foundations concept 197' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1029,SSS 1-3,garden foundations concept 198,Garden Foundations,A planned growing or learning space associated with garden foundations concept 198.,"Use 'garden foundations concept 198' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1030,SSS 1-3,garden foundations concept 199,Garden Foundations,A planned growing or learning space associated with garden foundations concept 199.,"Use 'garden foundations concept 199' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1031,SSS 1-3,measurement & data concept 200,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 200 at the SSS 1-3 level.","Use 'measurement & data concept 200' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1032,SSS 1-3,measurement & data concept 201,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 201 at the SSS 1-3 level.","Use 'measurement & data concept 201' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1033,SSS 1-3,measurement & data concept 202,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 202 at the SSS 1-3 level.","Use 'measurement & data concept 202' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1034,SSS 1-3,garden foundations concept 203,Garden Foundations,A planned growing or learning space associated with garden foundations concept 203.,"Use 'garden foundations concept 203' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1035,SSS 1-3,garden foundations concept 204,Garden Foundations,A planned growing or learning space associated with garden foundations concept 204.,"Use 'garden foundations concept 204' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1036,SSS 1-3,garden foundations concept 205,Garden Foundations,A planned growing or learning space associated with garden foundations concept 205.,"Use 'garden foundations concept 205' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1037,SSS 1-3,measurement & data concept 206,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 206 at the SSS 1-3 level.","Use 'measurement & data concept 206' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1038,SSS 1-3,garden foundations concept 207,Garden Foundations,A planned growing or learning space associated with garden foundations concept 207.,"Use 'garden foundations concept 207' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1039,SSS 1-3,measurement & data concept 208,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 208 at the SSS 1-3 level.","Use 'measurement & data concept 208' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1040,SSS 1-3,measurement & data concept 209,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 209 at the SSS 1-3 level.","Use 'measurement & data concept 209' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1041,SSS 1-3,measurement & data concept 210,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 210 at the SSS 1-3 level.","Use 'measurement & data concept 210' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1042,SSS 1-3,soil / growing medium concept 211,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 211.","Use 'soil / growing medium concept 211' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1043,SSS 1-3,measurement & data concept 212,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 212 at the SSS 1-3 level.","Use 'measurement & data concept 212' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1044,SSS 1-3,water & irrigation concept 213,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 213.","Use 'water & irrigation concept 213' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1045,SSS 1-3,water & irrigation concept 214,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 214.","Use 'water & irrigation concept 214' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1046,SSS 1-3,garden foundations concept 215,Garden Foundations,A planned growing or learning space associated with garden foundations concept 215.,"Use 'garden foundations concept 215' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1047,SSS 1-3,garden foundations concept 216,Garden Foundations,A planned growing or learning space associated with garden foundations concept 216.,"Use 'garden foundations concept 216' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1048,SSS 1-3,garden foundations concept 217,Garden Foundations,A planned growing or learning space associated with garden foundations concept 217.,"Use 'garden foundations concept 217' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1049,SSS 1-3,garden foundations concept 218,Garden Foundations,A planned growing or learning space associated with garden foundations concept 218.,"Use 'garden foundations concept 218' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1050,SSS 1-3,measurement & data concept 219,Measurement & Data,"A GrowMeal concept used to observe, describe, measure, analyze or manage measurement & data concept 219 at the SSS 1-3 level.","Use 'measurement & data concept 219' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1051,SSS 1-3,engineering & decision concept 220,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage engineering & decision concept 220 at the SSS 1-3 level.","Use 'engineering & decision concept 220' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1052,SSS 1-3,plant & production concept 221,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 221 at the SSS 1-3 level.","Use 'plant & production concept 221' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1053,SSS 1-3,plant & production concept 222,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 222 at the SSS 1-3 level.","Use 'plant & production concept 222' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1054,SSS 1-3,plant & production concept 223,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 223 at the SSS 1-3 level.","Use 'plant & production concept 223' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1055,SSS 1-3,garden foundations concept 224,Garden Foundations,A planned growing or learning space associated with garden foundations concept 224.,"Use 'garden foundations concept 224' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1056,SSS 1-3,garden foundations concept 225,Garden Foundations,A planned growing or learning space associated with garden foundations concept 225.,"Use 'garden foundations concept 225' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1057,SSS 1-3,garden foundations concept 226,Garden Foundations,A planned growing or learning space associated with garden foundations concept 226.,"Use 'garden foundations concept 226' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1058,SSS 1-3,plant & production concept 227,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 227 at the SSS 1-3 level.","Use 'plant & production concept 227' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1059,SSS 1-3,garden foundations concept 228,Garden Foundations,A planned growing or learning space associated with garden foundations concept 228.,"Use 'garden foundations concept 228' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1060,SSS 1-3,garden foundations concept 229,Garden Foundations,A planned growing or learning space associated with garden foundations concept 229.,"Use 'garden foundations concept 229' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1061,SSS 1-3,water & irrigation concept 230,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 230.","Use 'water & irrigation concept 230' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1062,SSS 1-3,garden foundations concept 231,Garden Foundations,A planned growing or learning space associated with garden foundations concept 231.,"Use 'garden foundations concept 231' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1063,SSS 1-3,garden foundations concept 232,Garden Foundations,A planned growing or learning space associated with garden foundations concept 232.,"Use 'garden foundations concept 232' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1064,SSS 1-3,garden foundations concept 233,Garden Foundations,A planned growing or learning space associated with garden foundations concept 233.,"Use 'garden foundations concept 233' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1065,SSS 1-3,water & irrigation concept 234,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 234.","Use 'water & irrigation concept 234' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1066,SSS 1-3,soil / growing medium concept 235,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 235.","Use 'soil / growing medium concept 235' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1067,SSS 1-3,plant & production concept 236,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 236 at the SSS 1-3 level.","Use 'plant & production concept 236' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1068,SSS 1-3,water & irrigation concept 237,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 237.","Use 'water & irrigation concept 237' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1069,SSS 1-3,water & irrigation concept 238,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water & irrigation concept 238.","Use 'water & irrigation concept 238' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1070,SSS 1-3,plant & production concept 239,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 239 at the SSS 1-3 level.","Use 'plant & production concept 239' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
