ID,Level,Domain,Context,Scenario,Task,Evidence,Success_Criteria,Extension,Safety
FSC-419,SSS 1-3,Store & Handle Responsibly,School Food-Waste Station,"A school food-system design team is evaluating a school food-waste station. Your role is to frame and solve a store & handle responsibly challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-420,SSS 1-3,Solve a Food-System Challenge,School Garden,"A school food-system design team is evaluating a school garden. Your role is to frame and solve a solve a food-system challenge challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-421,SSS 1-3,Know the Ingredient,Harvest Basket,"A school food-system design team is evaluating a harvest basket. Your role is to frame and solve a know the ingredient challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-422,SSS 1-3,Build a Food Journey,Ingredient Display,"A school food-system design team is evaluating a ingredient display. Your role is to frame and solve a build a food journey challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-423,SSS 1-3,Make a Food Choice,School Lunch Scenario,"A school food-system design team is evaluating a school lunch scenario. Your role is to frame and solve a make a food choice challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-424,SSS 1-3,Read the Label,Water Station,"A school food-system design team is evaluating a water station. Your role is to frame and solve a read the label challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-425,SSS 1-3,Plan a Meal,Storage Shelf,"A school food-system design team is evaluating a storage shelf. Your role is to frame and solve a plan a meal challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-426,SSS 1-3,Use Water Wisely,Market Basket,"A school food-system design team is evaluating a market basket. Your role is to frame and solve a use water wisely challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-427,SSS 1-3,Reduce Food Waste,Food Journey Map,"A school food-system design team is evaluating a food journey map. Your role is to frame and solve a reduce food waste challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-428,SSS 1-3,Think Seasonally,School Food-Waste Station,"A school food-system design team is evaluating a school food-waste station. Your role is to frame and solve a think seasonally challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-429,SSS 1-3,Store & Handle Responsibly,School Garden,"A school food-system design team is evaluating a school garden. Your role is to frame and solve a store & handle responsibly challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-430,SSS 1-3,Solve a Food-System Challenge,Classroom Food Table,"A school food-system design team is evaluating a classroom food table. Your role is to frame and solve a solve a food-system challenge challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-431,SSS 1-3,Know the Ingredient,Ingredient Display,"A school food-system design team is evaluating a ingredient display. Your role is to frame and solve a know the ingredient challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-432,SSS 1-3,Build a Food Journey,School Lunch Scenario,"A school food-system design team is evaluating a school lunch scenario. Your role is to frame and solve a build a food journey challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-433,SSS 1-3,Make a Food Choice,Water Station,"A school food-system design team is evaluating a water station. Your role is to frame and solve a make a food choice challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-434,SSS 1-3,Read the Label,Storage Shelf,"A school food-system design team is evaluating a storage shelf. Your role is to frame and solve a read the label challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-435,SSS 1-3,Plan a Meal,Market Basket,"A school food-system design team is evaluating a market basket. Your role is to frame and solve a plan a meal challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-436,SSS 1-3,Use Water Wisely,Food Journey Map,"A school food-system design team is evaluating a food journey map. Your role is to frame and solve a use water wisely challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-437,SSS 1-3,Reduce Food Waste,School Food-Waste Station,"A school food-system design team is evaluating a school food-waste station. Your role is to frame and solve a reduce food waste challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-438,SSS 1-3,Think Seasonally,School Garden,"A school food-system design team is evaluating a school garden. Your role is to frame and solve a think seasonally challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-439,SSS 1-3,Store & Handle Responsibly,Classroom Food Table,"A school food-system design team is evaluating a classroom food table. Your role is to frame and solve a store & handle responsibly challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-440,SSS 1-3,Solve a Food-System Challenge,Harvest Basket,"A school food-system design team is evaluating a harvest basket. Your role is to frame and solve a solve a food-system challenge challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-441,SSS 1-3,Know the Ingredient,School Lunch Scenario,"A school food-system design team is evaluating a school lunch scenario. Your role is to frame and solve a know the ingredient challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-442,SSS 1-3,Build a Food Journey,Water Station,"A school food-system design team is evaluating a water station. Your role is to frame and solve a build a food journey challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-443,SSS 1-3,Make a Food Choice,Storage Shelf,"A school food-system design team is evaluating a storage shelf. Your role is to frame and solve a make a food choice challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-444,SSS 1-3,Read the Label,Market Basket,"A school food-system design team is evaluating a market basket. Your role is to frame and solve a read the label challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-445,SSS 1-3,Plan a Meal,Food Journey Map,"A school food-system design team is evaluating a food journey map. Your role is to frame and solve a plan a meal challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-446,SSS 1-3,Use Water Wisely,School Food-Waste Station,"A school food-system design team is evaluating a school food-waste station. Your role is to frame and solve a use water wisely challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-447,SSS 1-3,Reduce Food Waste,School Garden,"A school food-system design team is evaluating a school garden. Your role is to frame and solve a reduce food waste challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-448,SSS 1-3,Think Seasonally,Classroom Food Table,"A school food-system design team is evaluating a classroom food table. Your role is to frame and solve a think seasonally challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-449,SSS 1-3,Store & Handle Responsibly,Harvest Basket,"A school food-system design team is evaluating a harvest basket. Your role is to frame and solve a store & handle responsibly challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-450,SSS 1-3,Solve a Food-System Challenge,Ingredient Display,"A school food-system design team is evaluating a ingredient display. Your role is to frame and solve a solve a food-system challenge challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-451,SSS 1-3,Know the Ingredient,Water Station,"A school food-system design team is evaluating a water station. Your role is to frame and solve a know the ingredient challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-452,SSS 1-3,Build a Food Journey,Storage Shelf,"A school food-system design team is evaluating a storage shelf. Your role is to frame and solve a build a food journey challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-453,SSS 1-3,Make a Food Choice,Market Basket,"A school food-system design team is evaluating a market basket. Your role is to frame and solve a make a food choice challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-454,SSS 1-3,Read the Label,Food Journey Map,"A school food-system design team is evaluating a food journey map. Your role is to frame and solve a read the label challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-455,SSS 1-3,Plan a Meal,School Food-Waste Station,"A school food-system design team is evaluating a school food-waste station. Your role is to frame and solve a plan a meal challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-456,SSS 1-3,Use Water Wisely,School Garden,"A school food-system design team is evaluating a school garden. Your role is to frame and solve a use water wisely challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-457,SSS 1-3,Reduce Food Waste,Classroom Food Table,"A school food-system design team is evaluating a classroom food table. Your role is to frame and solve a reduce food waste challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-458,SSS 1-3,Think Seasonally,Harvest Basket,"A school food-system design team is evaluating a harvest basket. Your role is to frame and solve a think seasonally challenge under performance, resource and safety constraints.","Define system boundary, objective and constraints; establish indicators; compare scenarios; quantify a performance metric; identify trade-offs and uncertainty; recommend an optimized or robust option with acceptance criteria.","System/process map, metric or model, scenario comparison, uncertainty/trade-off analysis and recommendation.",Clear objective; valid indicators; reproducible reasoning; constraints respected; recommendation tied to measurable acceptance criteria.,"Design a pilot test, monitoring plan or decision rule to validate the recommendation.","Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
